venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
JURIX,2022,determinacy-frontier,prior-art,high,172,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220443,A Hybrid Model of Argument Concerning Preferences Between Statutory Interpretation Canons,Michal Araszkiewicz,Argument model of preferences between statutory-interpretation canons; squarely statutory interpretation,conf/jurix/Araszkiewicz22
JURIX,2017,determinacy-frontier,prior-art,high,263,0,https://doi.org/10.3233/978-1-61499-838-9-107,Balancing with Thresholds,Michal Araszkiewicz; Tomasz Zurek,Formal model of value-balancing in teleological statutory interpretation,conf/jurix/AraszkiewiczZ17
JURIX,2021,bounded-deontics,prior-art,high,285,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210336,Timed Dyadic Deontic Logic,Karam Younes Kharraz; Martin Leucker; Gerardo Schneider,Timed dyadic deontic logic with reparation operator for contrary-to-duty/deadlines,conf/jurix/KharrazLS21
JURIX,2024,bounded-deontics,prior-art,high,286,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241273,A Logical Framework for Weak Permissions in Criminal Procedure,Guido Governatori; Antonino Rotolo,Dialogue-game logic for weak permissions requiring judicial determination,conf/jurix/GovernatoriR24
JURIX,2025,bounded-deontics,method-to-borrow,high,287,0,https://doi.org/10.3233/faia251629,Plans and Diversions EA,Galileo Sartor; Guido Governatori; Giuseppe Pisano; Antonino Rotolo; Adam Wyner,Defeasible deontic logic in ASP integrated with planning for AV legal compliance,conf/jurix/SartorGPR025
JURIX,2025,determinacy-frontier,prior-art,high,326,0,https://doi.org/10.3233/faia251572,Precedent as Interpretive Resource: A Case Frame Analysis of Statutory Reasoning,Michal Araszkiewicz,Case-frame analysis of precedent as interpretive resource in statutory reasoning,conf/jurix/Araszkiewicz25
JURIX,2025,intro|bounded-deontics,method-to-borrow,high,327,0,https://doi.org/10.3233/faia251587,Validity Diagrams,Diogo Sasdelli; Bianca Steffes,Validity diagrams visualizing conditional norms and legal if-then structures,conf/jurix/SasdelliS25
JURIX,2023,bounded-deontics,prior-art,high,335,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230947,Arguing About Choosing a Normative System: Conflict of Laws,Kees van Berkel; Réka Markovich; Christian Straßer; Leendert van der Torre,Formal model of conflict-of-laws reasoning integrating Input/Output deontic logic and argumentation,conf/jurix/0002MST23
JURIX,2022,intro|cnl,supports,high,382,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220473,An End-to-End Pipeline from Law Text to Logical Formulas,Aarne Ranta; Inari Listenmaa; Jerrold Soh; Meng Weng Wong,Meng Weng Wong co-authored pipeline from NL law text to logical formulas via assembly-logic intermediate representation,conf/jurix/RantaLSW22
JURIX,2024,fm-in-law|bounded-deontics,prior-art,high,437,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241260,On Conflicts and Satisfiability in Metric Timed Normative Logics,Karam Younes Kharraz; Gerardo Schneider; Martin Leucker,"SMT-based satisfiability procedure for a timed normative logic, characterizing normative conflicts",conf/jurix/KharrazSL24
JURIX,2024,intro|fm-in-law,prior-art,high,438,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241237,Draft Better Contracts,Cosimo Laneve; Alessandro Parenti; Giovanni Sartor,Detects incompatible clauses in Stipula (computable legal contract DSL) using real case-law patterns,conf/jurix/LanevePS24
JURIX,2025,bounded-deontics|intro,prior-art,high,439,0,https://doi.org/10.3233/faia251577,Contrary-to-Duty Rights: From Hohfeld to Agreement Revision,Huimin Dong; Leendert van der Torre; Liuwen Yu,"Rights-first contrary-to-duty model with dynamic-logic specs, executed over Hohfeldian bundles; agentic-AI reasoning",conf/jurix/DongTY25
JURIX,2016,intro,prior-art,high,513,0,,Describing Legal Policies as Story Tropes in Normative Systems,Matthew Thompson; Julian A. Padget; Ken Satoh,TropICAL DSL for legal policies compiled to executable ASP institutions,conf/jurix/ThompsonPS16
JURIX,2024,bounded-deontics|fm-in-law,prior-art,high,516,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241251,Conflict Analysis for Timed Contract Automata,Shaun Azzopardi; Gordon J. Pace,Sound conflict-detection algorithm for real-time deontic timed contract automata,conf/jurix/AzzopardiP24
JURIX,2021,bounded-deontics,prior-art,high,603,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210340,Cause of Action and the Right to Know. A Formal Conceptual Analysis of the Texas Senate Bill 25 Case,Réka Markovich; Olivier Roy,Deontic/epistemic Hohfeldian formal analysis of a cause-of-action bill (claim-right/power).,conf/jurix/MarkovichR21
JURIX,2010,fm-in-law|bounded-deontics,prior-art,high,626,0,,Reasoning about Normative Systems,Wiebe van der Hoek,CTL-like transition-system model of normative systems with norm-compliance games.,conf/jurix/Hoek10
JURIX,2023,bounded-deontics,method-to-borrow,med,627,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230949,Assisted Normative Reasoning with Aristotelian Diagrams,Kathrin Hanauer; Tereza Novotná; Matteo Pascucci,"Aristotelian-diagram graph framework for traceable, algorithmic normative reasoning (GDPR case).",conf/jurix/HanauerNP23
JURIX,2024,determinacy-frontier,prior-art,high,628,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241229,Case Frames and Case-Based Arguments in Statutory Interpretation,Michal Araszkiewicz,Case Frame model + argument scheme specifically for statutory interpretation in civil law.,conf/jurix/Araszkiewicz24
JURIX,2025,intro,contrasts,high,629,0,https://doi.org/10.3233/faia251595,A Systematic Approach to Assess Languages Proposed for Rules as Code,Sofia Ali; Giovanni Sileno; Tom M. van Engers,"Framework for evaluating rules-as-code languages, applied to RegelSpraak; direct L4 comparator.",conf/jurix/AliSE25
JURIX,2025,bounded-deontics|fm-in-law,prior-art,high,630,0,https://doi.org/10.3233/faia251619,Normative Risk Assessment in the AI Act,Beatrice Ferrigno; Marco Billi; Yasaman Yousefi; Antonino Rotolo,Defeasible Deontic Logic framework (DLRisk) for rights balancing/collisions under the AI Act.,conf/jurix/FerrignoBYR25
JURIX,2025,determinacy-frontier|fm-in-law,method-to-borrow,high,818,0,https://doi.org/10.3233/faia251576,Explaining Discretionary Judicial Decisions Using Answer Set Programming,Josephine Dik,Answer Set Programming tests consistency of discretionary judicial reasoning.,conf/jurix/Dik25
JURIX,2017,fm-in-law|bounded-deontics|intro,prior-art,high,1119,0,https://doi.org/10.3233/978-1-61499-838-9-33,Timed Contract Compliance Under Event Timing Uncertainty,María-Emilia Cambronero; Luis Llana; Gordon J. Pace,Formal timed-contract compliance semantics under event-timing uncertainty; violation likelihood analysis,conf/jurix/CambroneroLP17
JURIX,2024,intro,example,high,1123,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241269,DIREGA - Building Decision Support for German Register Law,Axel Adrian; Osman Anil Basaran; Nathan Dykes; Stephanie Evert; Michael Gritz; Merlin Humml; Michael Kohlhase; Johannes Lindner; Andreas Maier; Stephan Prettner; Max Rapp; Lutz Schröder; Verena Stürmer,"Symbolic reasoning pipeline over manually formalized German register law, with explanations for professionals",conf/jurix/AdrianBDEGHKLMP24
JURIX,2024,intro,prior-art,high,1124,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241231,Decision Support in Law: From Formalizing Rules to Reasoning with Justification,Jeremy Bouche-Pillon; Nathalie Aussenac-Gilles; Yannick Chevalier; Pascale Zaraté,"Framework operating formal rules from GDPR/LED regulations with reasoning + explainability, close to L4 goals",conf/jurix/Bouche-PillonAC24
JURIX,2025,bounded-deontics|intro,prior-art,high,1738,0,https://doi.org/10.3233/faia251618,A Tool for Handling Unexpected Exceptions in Legal Reasoning,Thomas Ecobichon; Mathieu Carpentier; Sylvie Doutre; Jean-Guy Mailly,Prioritized default-logic system representing legal rules and their exceptions.,conf/jurix/EcobichonCDM25
JURIX,2025,intro,prior-art,med,1745,0,https://doi.org/10.3233/faia251626,"Automated Identification of Criminal Offences from Case Descriptions Using Ontologies, Rules and LLMs",Jelena Matkovic; Marko Markovic; Stevan Gostojic,OWL ontology + SWRL rules inferring criminal offences/sanctions from LLM-extracted facts.,conf/jurix/MatkovicMG25
