relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
adjacent,ICAIL,2007,determinacy-frontier,method-to-borrow,med,642,5,,A rule-sceptic characterization of acceptable legal arguments,Jenny Eriksson Lundström; Andreas Hamfelt; Jørgen Fischer Nilsson,Rule-sceptic metalogic characterizing acceptability/meaning of contested legal rules.,conf/icail/LundstromHN07
adjacent,DEON,1996,bounded-deontics,method-to-borrow,med,644,31,,A Deontic Logic for Reasoning about Confidentiality,Frédéric Cuppens; Robert Demolombe,"Deontic logic for database confidentiality/access-control, not law; reusable permission/prohibition machinery.",conf/deon/CuppensD96
adjacent,DEON,2008,bounded-deontics,prior-art,med,647,13,,Normative Consequence: The Problem of Keeping It Whilst Giving It up,Audun Stolpe,"Formalizes norm-to-norm consequence relations deriving implicit norms; abstract logic, relevant to normative reasoning.",conf/deon/Stolpe08
adjacent,ICAIL,2011,intro,method-to-borrow,med,652,4,,Modelling of a fortiori reasoning,Tomasz Zurek,Formal model of a fortiori reasoning in statutory law with an implemented example.,conf/icail/Zurek11
adjacent,JURIX,2024,bounded-deontics|cnl,method-to-borrow,med,655,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241281,A Legal Visualisation Tool Using Normative Diagrams,Bianca Steffes; Diogo Sasdelli,First implementation of a normative-diagram legal visualisation tool.,conf/jurix/SteffesS24
adjacent,ICAIL,2009,determinacy-frontier,method-to-borrow,med,662,7,,Supporting of legal reasoning for cases which are not strictly regulated by law,Tomasz Zurek; Emil Kruk,Advisory system reasoning about cases not expressly regulated by statute; open-texture gap-filling.,conf/icail/ZurekK09
adjacent,DEON,2004,bounded-deontics,method-to-borrow,med,665,6,,Quasi-matrix Deontic Logic,Andrei Kouznetsov,Quasi-matrix semantics for deontic-dilemma systems S3d/S3dp/S3dq; narrow technical semantics result.,conf/deon/Kouznetsov04
adjacent,DEON,2012,bounded-deontics,method-to-borrow,med,669,5,http://link.springer.com/chapter/10.1007%2F978-3-642-31570-1_2,Visualizing Normative Systems: An Abstract Approach,Silvano Colombo Tosatto; Guido Boella; Leendert W. N. van der Torre; Serena Villata,Preliminary visualization approach for abstract normative systems (obligations/permissions); IDE-visualization-relevant technique.,conf/deon/TosattoBTV12
adjacent,ICAIL,1997,cnl,method-to-borrow,med,670,25,,Automatic Generation of Amendment Legislation,Timothy Arnold-Moore,Amendment-legislation system generating wordings from a representation; NLG-from-formal-rules angle.,conf/icail/Arnold-Moore97
adjacent,DEON,2008,bounded-deontics,method-to-borrow,med,672,16,,A Deontic Logic for Socially Optimal Norms,Jan M. Broersen; Rosja Mastop; John-Jules Ch. Meyer; Paolo Turrini,Game-theoretic norm language contrasting coalitionally vs socially optimal choices; norms-as-convention framing.,conf/deon/BroersenMMT08
adjacent,DEON,2010,bounded-deontics,prior-art,med,677,8,,"Norms, Action and Agency in Multi-agent Systems",Marek J. Sergot,STIT logic of 'bringing it about' and collective agency in multi-agent systems; foundational agency formalism.,conf/deon/Sergot10
adjacent,ICAIL,1987,intro,prior-art,med,697,19,,Expert Systems in Law: Out of the Research Laboratory and into the Marketplace,Richard E. Susskind,Early expert-systems-in-law project (Oxford) and path from research lab to marketplace; rules-as-code precursor.,conf/icail/Susskind87
adjacent,JURIX,2011,determinacy-frontier,method-to-borrow,med,707,4,,Instrumental Inference in Legal Expert System,Tomasz Zurek,Instrumental-inference model for interpreting statutory gaps not expressly regulated by law.,conf/jurix/Zurek11
adjacent,ICAIL,1995,intro,method-to-borrow,med,716,17,,Automatically Processing Amendments to Legislation,Timothy Arnold-Moore,Architecture processing amending Acts (SGML) into versioned Principal Acts database; rules-as-code plumbing.,conf/icail/Arnold-Moore95
adjacent,JURIX,2014,bounded-deontics,method-to-borrow,med,717,3,,Model of Argument from Social Importance,Tomasz Zurek,Formalizes resolving conflicts between statutory rules via axiological social-importance argument.,conf/jurix/Zurek14
adjacent,ICAIL,2007,cnl,method-to-borrow,med,722,0,,Understanding the law: a method for legal knowledge dissemination,Laurens Mommers; Wouter Koelewijn; Hugo Kielman,Theory for translating legal sources into information accessible to non-lawyers; readability angle.,conf/icail/MommersKK07
adjacent,JURIX,2008,intro,method-to-borrow,med,724,24,,Automatic Classification of Sentences in Dutch Laws,Emile de Maat; Radboud Winkels,Parses/classifies provisions in Dutch laws by typical sentence structure into 14 norm categories.,conf/jurix/MaatW08
adjacent,ICAIL,2009,intro,method-to-borrow,med,727,7,https://pure.uva.nl/ws/files/846711/75222_315618.pdf,Reasoning with spatial plans on the semantic web,Rinke Hoekstra; Radboud Winkels; Erik Hupkes,Semantic-web reasoning answering citizen 'is this activity allowed here' spatial-planning permission queries.,conf/icail/HoekstraWH09
adjacent,ICAIL,2023,,contrasts,high,728,69,https://hal.science/hal-04360081v1/file/3594536.3595163.pdf,Can GPT-3 Perform Statutory Reasoning?,Andrew Blair-Stanek; Nils Holzenberger; Benjamin Van Durme,"Benchmarks GPT-3 statutory reasoning on SARA, finding brittle errors; motivates hybrid LLM+formal approach.",conf/icail/Blair-StanekHD23
adjacent,ICAIL,2019,intro,contrasts,med,736,6,,Substantive Legal Software Quality: A Gathering Storm?,Marc Lauritsen; Quinten Steenhuis,"Warns of unreliable consumer-facing legal-guidance software; motivates need for verifiable, guardrailed tools.",conf/icail/LauritsenS19
adjacent,ICAIL,2011,bounded-deontics|cnl,method-to-borrow,med,738,2,,FrameNet model of the suspension of norms,Monica Palmirani; Marcello Ceci; Daniele Paolo Radicioni; Alessandro Mazzei,FrameNet/NLP model connecting provisions to syntactic patterns for norm-suspension and temporal parameters.,conf/icail/PalmiraniCRM11
adjacent,ICAIL,2009,intro,method-to-borrow,med,750,24,,A two-level knowledge approach to support multilingual legislative drafting,Tommaso Agnoloni; Lorenzo Bacci; Enrico Francesconi; Wim Peters; Simonetta Montemagni; Giulia Venturi,DALOS ontological-linguistic resource supporting multilingual EU legislative drafting coherence.,conf/icail/AgnoloniBFPMV09
adjacent,ICAIL,2025,,contrasts,high,762,1,https://doi.org/10.1145/3769126.3769230,Parameterized Argumentation-based Reasoning Tasks for Benchmarking Generative Language Models,Cor Steging; Silja Renooij; Bart Verheij,Parametrized formally-unambiguous argument-attack benchmarks reveal brittle LLM reasoning; motivates formal backend.,conf/icail/StegingRV25
adjacent,ICAIL,2021,,contrasts,med,768,37,,"Explainable artificial intelligence, lawyer&apos;s perspective",Lukasz Górski; Shashishekar Ramakrishna,Evaluates black-box XAI methods (Grad-CAM/LIME/SHAP) on legal text classification; contrasts white-box reasoning traces.,conf/icail/GorskiR21
adjacent,ICAIL,1989,fm-in-law,method-to-borrow,low,774,3,,Cutting Legal Loops,Donald H. Berman,"Title suggests handling recursive/circular legal rules; abstract is literary, non-substantive.",conf/icail/Berman89
adjacent,ICAIL,2009,intro,method-to-borrow,med,780,19,,Formalising dynamic protocols for open agent systems,Alexander Artikis,Executable dynamic protocol specifications via action language C+; runtime rule modification.,conf/icail/Artikis09
adjacent,ICAIL,2009,intro,method-to-borrow,high,787,13,,A next step towards automated modelling of sources of law,Emile de Maat; Radboud Winkels,"Automatic classification of norm-provision sentence structures, precursor to rules-as-code.",conf/icail/MaatW09
adjacent,JURIX,2017,intro,method-to-borrow,med,791,49,https://doi.org/10.3233/978-1-61499-838-9-155,A Deep Learning Approach to Contract Element Extraction,Ilias Chalkidis; Ion Androutsopoulos,Deep-learning contract element extraction; relevant to ingesting legacy contracts.,conf/jurix/ChalkidisA17
adjacent,ICAIL,1987,intro,method-to-borrow,low,797,20,https://dl.acm.org/doi/pdf/10.1145/41735.41745,A Natural Language Based Legal Expert System for Consultation and Tutoring - the LEX Project,Fritjof Haft; R. P. Jones; Thomas Wetter,NL legal expert system with deductive tableau-calculus inference component.,conf/icail/HaftJW87
adjacent,JURIX,2024,intro,method-to-borrow,med,817,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241254,How to Manage My Data? With Machine-Interpretable GDPR Rights!,Beatriz Esteves; Harshvardhan J. Pandit; Georg Philip Krog; Paul Ryan,Machine-interpretable GDPR rights specification via semantic-web vocabulary.,conf/jurix/EstevesPKR24
adjacent,DEON,2014,bounded-deontics,prior-art,med,821,26,,Deontic Reasoning Across Contexts,Justin Snedegar,"Contrastivist semantics for 'ought' relative to alternative sets; deontic-modal linguistics, philosophical focus.",conf/deon/Snedegar14
adjacent,DEON,2008,bounded-deontics,prior-art,med,825,3,,Need to Know: Questions and the Paradox of Epistemic Obligation,Joris Hulstijn,"Epistemic obligation paradox via logic of questions + SDL; niche puzzle, thin computational angle.",conf/deon/Hulstijn08
adjacent,ICAIL,2005,intro,method-to-borrow,med,837,9,http://users.iit.demokritos.gr/~a.artikis/publications/artikis-ICAIL05.pdf,Voting in Online Deliberative Assemblies,Jeremy V. Pitt; Lloyd Daniel Kamara; Marek J. Sergot; Alexander Artikis,Formal protocol for voting rights/entitlements as executable rules of order.,conf/icail/PittKSA05
adjacent,DEON,2004,bounded-deontics,method-to-borrow,med,838,27,http://www.di.unito.it/~guido/articoli/LNCS/51-deon04.pdf,Delta: The Social Delegation Cycle,Guido Boella; Leendert W. N. van der Torre,Social delegation cycle modeling norm creation from agent desires in normative multiagent systems.,conf/deon/BoellaT04
adjacent,DEON,2012,bounded-deontics,prior-art,med,840,8,https://hal.science/hal-03671073,On the Logical Foundations of Moral Agency,Emiliano Lorini,"STIT-based logical analysis of moral agency (desires vs. moral values); ethics-oriented, thin legal angle.",conf/deon/Lorini12
adjacent,JURIX,2008,intro,method-to-borrow,med,853,14,,EXPERTIUS: A Mexican Judicial Decision-Support System in the Field of Family Law,Enrique Cáceres,KR-based system computing pension entitlement automatically; rules-as-code-adjacent.,conf/jurix/Caceres08
adjacent,JURIX,2016,bounded-deontics,method-to-borrow,med,854,14,,A Pattern for the Representation of Legal Relations in a Legal Core Ontology,Cristine Griffo; João Paulo A. Almeida; Giancarlo Guizzardi,Hohfeldian/Alexy-grounded ontology pattern for representing legal rights relations.,conf/jurix/GriffoAG16
adjacent,DEON,2014,bounded-deontics|fm-in-law,method-to-borrow,med,868,10,,Proof Analysis in Deontic Logics,Eugenio Orlandelli,Sequent calculi + cut-admissibility proof theory for normal/non-normal deontic logics; automatable proof technique.,conf/deon/Orlandelli14
adjacent,ICAIL,1989,intro,method-to-borrow,low,874,13,https://dl.acm.org/doi/pdf/10.1145/74014.74025,Expert Systems and ICAI in Tax Law: Killing Two Birds with One AI Stone,D. M. Sherman,"PROLOG-based tax-law expert systems, noted as easier to audit/maintain.",conf/icail/Sherman89
adjacent,ICAIL,1993,fm-in-law,method-to-borrow,med,885,3,,Validation: The Key Concept in Maintenance of Legal KBS,Marnix C. M. Weusten,Advances validation of legal KBS earlier via consistency/grammar/graph modules.,conf/icail/Weusten93
adjacent,JURIX,2019,intro,prior-art,low,889,4,https://doi.org/10.3233/faia190325,On the Formal Structure of Rules in Conflict of Laws,Réka Markovich,"Metarules for conflict-of-laws rule selection; formal rule-structure, thin abstract.",conf/jurix/Markovich19
adjacent,JURIX,2013,intro,method-to-borrow,med,900,5,,"Classification of Regulatory Paragraphs by Discourse Structure, Reference Structure, and Regulation Type",Alan Buabuchachart; Katherine Metcalf; Nina Charness; Leora Morgenstern,Classifies regulatory paragraphs toward automating translation to executable rules.,conf/jurix/BuabuchachartMCM13
adjacent,ICAIL,2019,bounded-deontics,method-to-borrow,low,903,2,,ADEPT: Automated Directive Extraction from Policy Texts,Karl Branting; Stacy Petersen; David Shin; Jim Finegan; Carlos Balhana; Alex Lyte; Craig Pfeifer,ADEPT extracts directives/obligations from policy text; no abstract available.,conf/icail/BrantingPSFBLP19
adjacent,JURIX,2014,bounded-deontics,method-to-borrow,med,909,7,,"Punishments, Rewards, and the Production of Evidence",Alexander Boer,"Petri-net enforcement patterns distinguishing punishments/rewards, evidentiary burden.",conf/jurix/Boer14
adjacent,DEON,2010,bounded-deontics,method-to-borrow,med,920,17,https://inria.hal.science/inria-00556079,Privacy Policies with Modal Logic: The Dynamic Turn,Guillaume Aucher; Guido Boella; Leendert W. N. van der Torre,Dynamic modal logic derives permitted messages from obligatory/permitted-knowledge privacy policies; norms-as-policy angle.,conf/deon/AucherBT10
adjacent,ICAIL,2003,bounded-deontics,method-to-borrow,med,927,1,,About the Fusion of Legal Knowledge with Exceptions,Éric Grégoire,Logic-based fusion of legal rules with exceptions; necessary/sufficient-condition pitfalls.,conf/icail/Gregoire03
adjacent,ICAIL,2015,intro,method-to-borrow,med,942,4,,Elliptical lists in legislative texts,Réka Markovich; Syi; Gábor Hamp,Reconstructs elliptical legislative list items into complete propositions for logical norms.,conf/icail/MarkovichSH15
adjacent,DEON,1996,bounded-deontics,method-to-borrow,med,948,2,,The Logic of Normative Systems,Arnold A. Johanson,"Abstract adjoint-mapping theory of norms (IMP/PROP logics); technical axiomatics, thin legal tie.",conf/deon/Johanson96
adjacent,DEON,2006,bounded-deontics,method-to-borrow,med,949,2,,On the Normative Aspect of Signalling Conventions,Andrew J. I. Jones; Steven O. Kimbrough,Normative modality applied to signalling conventions/trust in communication; niche application.,conf/deon/JonesK06
adjacent,DEON,2014,bounded-deontics,prior-art,low,950,2,https://philpapers.org/archive/FARDOR-3.pdf,Denial of Responsibility and Normative Negation,Federico L. G. Faroldi,"Linguistic argument that responsibility judgments are normative via negation asymmetry; philosophy of language, thin angle.",conf/deon/Faroldi14
adjacent,DEON,2014,bounded-deontics,prior-art,med,951,2,,Factoring Disjunction Out of Deontic Modal Puzzles,Melissa Fusco,Natural-language semantics for Ross's puzzle/Free Choice Permission; deontic paradox but linguistics-focused.,conf/deon/Fusco14
adjacent,ICAIL,2023,cnl,method-to-borrow,med,969,3,,Beyond Readability with RateMyPDF: A Combined Rule-based and Machine Learning Approach to Improving Court Forms,Quinten Steenhuis; Bryce Willey; David Colarusso,RateMyPDF scores/suggests readability improvements for US court forms.,conf/icail/SteenhuisWC23
adjacent,ICAIL,1995,determinacy-frontier,contrasts,med,978,9,https://dl.acm.org/doi/pdf/10.1145/222092.222247,Intelligent Computer Systems for Criminal Sentencing,Uri J. Schild,Argues CBR over rule-based systems for sentencing discretion in Israeli courts.,conf/icail/Schild95
adjacent,ICAIL,1995,determinacy-frontier,method-to-borrow,med,983,8,https://dl.acm.org/doi/pdf/10.1145/222092.222237,Just Decisions Using Multiple Criteria Or: Who Gets the Porsche? An Application of Ronald R. Yager&apos;s Fuzzy Logic Method,Lothar Philipps,Fuzzy-logic multi-criteria decision procedure for distributive/just-decision problems.,conf/icail/Philipps95
adjacent,ICAIL,2001,determinacy-frontier,method-to-borrow,med,984,1,,System development a la MODDE,Tunde Meikle; John Yearwood,MODDE decision-support framework preserving refugee-tribunal decision-maker discretion.,conf/icail/MeikleY01
adjacent,ICAIL,2025,,contrasts,med,988,1,https://doi.org/10.1145/3769126.3769215,"Bridging Legal Knowledge and AI: Retrieval-Augmented Generation with Vector Stores, Knowledge Graphs, and Hierarchical Non-negative Matrix Factorization",Ryan Calvin Barron; Maksim Ekin Eren; Olga M. Serafimova; Cynthia Matuszek; Boian S. Alexandrov,"RAG+knowledge-graph LLM system for legal retrieval, aims to reduce hallucination.",conf/icail/BarronESMA25
adjacent,ICAIL,2025,intro,contrasts,med,989,1,https://doi.org/10.1145/3769126.3769241,From Legal Text to Tech Specs: Generative AI&apos;s Interpretation of Consent in Privacy Law,Aniket Kesari; Travis D. Breaux; Sarah Santos; Tom Norton; Anmol Singhal,LLM pipeline translating privacy-law consent mandates into software requirements.,conf/icail/KesariBSNS25
adjacent,JURIX,2013,intro,method-to-borrow,med,993,1,,LKIF in Commercial Legal Practice: Transaction Configuration from Eurobonds to Copyright,Orlando Conetta; Burkhard Schafer,LKIF applied to 'Transaction Configuration' for contract lawyers in commercial practice.,conf/jurix/ConettaS13
adjacent,JURIX,2023,bounded-deontics,method-to-borrow,med,996,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230959,Connecting Rule-Based and Case-Based Representations of Soft-Constraint Norms,Wachara Fungwacharakorn; Kanae Tsushima; Hiroshi Hosobe; Hideaki Takeda; Ken Satoh,Constraint-hierarchy representation connecting rule-based and case-based soft-constraint norms.,conf/jurix/Fungwacharakorn23
adjacent,ICAIL,1993,fm-in-law,method-to-borrow,med,1001,0,,The Use of an ATMS Inconsistency Checking of a Legal Expert System,Olav Hødnebø; Edvard Løkketangen,ATMS-based inconsistency checking of dependencies in a legal expert system.,conf/icail/HodneboL93
adjacent,ICAIL,1995,intro,method-to-borrow,med,1002,0,https://dl.acm.org/doi/pdf/10.1145/222092.222199,Enhancing the Applicability of Empirical Data Using Legal Knowledge Based Systems,Jorgen S. Svensson,"Knowledge-based microsimulation executing legal rules for social-policy micro-effects, OpenFisca-like.",conf/icail/Svensson95
adjacent,JURIX,2022,bounded-deontics,method-to-borrow,med,1005,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220464,Fundamental Revisions on Constraint Hierarchies for Ethical Norms,Wachara Fungwacharakorn; Kanae Tsushima; Ken Satoh,Revision theory for constraint-hierarchy representations of unwritten ethical norms.,conf/jurix/Fungwacharakorn22
adjacent,ICAIL,1991,intro,method-to-borrow,med,1009,7,,Loge-Expert: From a Legal Expert System to an Information System for Non-Lawyers,Louis-Claude Paquin; François Blanchard; Claude Thomasset,Legal expert system (Loge-expert) built for layman end-users in housing law.,conf/icail/PaquinBT91
adjacent,DEON,2006,bounded-deontics,method-to-borrow,med,1023,5,,Speech Acts with Institutional Effects in Agent Societies,Robert Demolombe; Vincent Louis,FIPA-ACL speech-act framework with institutional effects; communication angle more than obligation logic.,conf/deon/DemolombeL06
adjacent,DEON,2010,bounded-deontics,method-to-borrow,med,1024,5,,Forbidding Undesirable Agreements: A Dependence-Based Approach to the Regulation of Multi-agent Systems,Paolo Turrini; Davide Grossi; Jan M. Broersen; John-Jules Ch. Meyer,Dependence-based regulation of multi-agent agreements evaluated against deontic desirability; agreements-as-norms angle.,conf/deon/TurriniGBM10
adjacent,JURIX,2019,cnl,method-to-borrow,med,1034,5,https://dare.uva.nl/personal/pure/en/publications/governmental-transparency-in-the-era-of-artificial-intelligence(a2dc5842-e531-4205-93f4-0a9039339ee0).html,Governmental Transparency in the Era of Artificial Intelligence,Tom M. van Engers; Dennis M. de Vries,Framework explaining automated administrative decisions with traceable citations to law.,conf/jurix/EngersV19
adjacent,JURIX,2021,intro,method-to-borrow,med,1038,5,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210332,A GDPR International Transfer Compliance Framework Based on an Extended Data Privacy Vocabulary (DPV),David Hickey; Rob Brennan,Rule-based GDPR international-transfer compliance framework with validation rules.,conf/jurix/HickeyB21
adjacent,ICAIL,2007,intro,method-to-borrow,med,1044,4,,Negotiating logic: for richer or poorer,Pamela N. Gray; Xenogene Gray; John Zeleznikow,Negotiation-support algorithm (Negaid) embedded in a cohabitation-contract expert system.,conf/icail/GrayGZ07
adjacent,DEON,2025,bounded-deontics,method-to-borrow,low,1085,,,Norm Avoidance and Reinforcement Learning: Definitions and Analysis,Benoît Alcaraz; Emery A. Neufeld; Amro Najjar,Norm avoidance framed within reinforcement-learning agents; deontic-adjacent application.,conf/deon/AlcarazNN25
adjacent,DEON,2025,bounded-deontics,method-to-borrow,low,1097,,,Deontically Constrained Policy Improvement in Reinforcement Learning Agents,Alena Makarova; Houssam Abbas,Deontically constrained policy improvement for reinforcement-learning agents.,conf/deon/MakarovaA25
adjacent,ICAIL,2003,bounded-deontics,prior-art,med,1103,0,,Formal representation of the Institute of Criminal Liability,Bostjan Bercic,Formal criminal liability via conceptual graphs + BDI/BOID modal attitudes (obligation/intent),conf/icail/Bercic03
adjacent,ICAIL,2007,intro,prior-art,med,1104,0,,Research abstracts 1: Logical structure of change of legal relations and its representation in legal knowledge base system,Hajime Yoshino,"Logical model of legal-relation change, applied to build CISG knowledge base for reasoning",conf/icail/Yoshino07
adjacent,ICAIL,2025,bounded-deontics,method-to-borrow,med,1112,0,https://doi.org/10.1145/3769126.3769204,ViNo - A Tool for the Visualisation of Norms,Bianca Steffes; Diogo Sasdelli,ViNo tool visualizes norms/normative diagrams; borrowable visualization method for normative structure,conf/icail/SteffesS25
adjacent,JURIX,2013,bounded-deontics,prior-art,med,1116,0,,Reflex Responsibility of Agents,Clara Smith; Antonino Rotolo; Giovanni Sartor,Obligation to compensate arising from agent's extra-contractual harmful performance; deontic/normative positions,conf/jurix/SmithRS13
adjacent,JURIX,2019,intro,prior-art,low,1121,,,On the Optimized Utilization of Smart Contracts in DLTs from the Perspective of Legal Representation and Legal Reasoning,Liuwen Yu,Smart contracts in DLTs from legal representation/reasoning perspective; executable-contract angle,conf/jurix/Yu19
adjacent,JURIX,2020,bounded-deontics,prior-art,med,1122,0,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200877,Monitoring and Enforcement as a Second-Order Guidance Problem,Giovanni Sileno; Alexander Boer; Tom M. van Engers,Conceptual/computational framework for norm monitoring & enforcement mechanism design,conf/jurix/SilenoBE20
adjacent,JURIX,2025,fm-in-law,method-to-borrow,med,1127,0,https://doi.org/10.3233/faia251574,Unconstitutionality Prevention in Bills Using Hybrid AI,Michele Corazza; Pier Francesco Bresciani; Generoso Longo; Faria Ferooz; Salvatore Sapienza; Monica Palmirani,Hybrid AI (embedding+reference navigation) index detecting bill/constitution conflicts; conflict-detection angle,conf/jurix/CorazzaBLFSP25
adjacent,ICAIL,1993,determinacy-frontier,prior-art,med,1135,3,https://dl.acm.org/doi/pdf/10.1145/158976.159013,Identification of Implicit Legal Requirements with Legal Abstract Knowledge,Seiichiro Sakurai; Hajime Yoshino,Abductive modeling of lawyers inferring implicit (unstated) legal requirements from text,conf/icail/SakuraiY93
adjacent,JURIX,2009,intro,method-to-borrow,med,1139,3,,Automated Handling of Amending Documents and Resulting Consolidations,Emile de Maat; Saskia van de Ven; Radboud Winkels; Tom M. van Engers,XML legislative editor auto-generating amendments/consolidations and detecting amendment clashes,conf/jurix/MaatVWE09
adjacent,JURIX,2011,fm-in-law,prior-art,med,1140,3,,Implementing Compliance Controls in Public Administration,Alexander Boer; Tom M. van Engers,Monitoring/diagnosis framework for exploring compliance-control policies in public administration,conf/jurix/BoerE11
adjacent,JURIX,2013,intro,method-to-borrow,med,1162,16,,Ontology-driven Data Acquisition: Intelligent Support to Legal ODR Systems,Gaia Arosio; Giuliana Bagnara; Nicola Capuano; Elisabetta Fersini; Daniele Toti,Ontology-driven question-based document-writing/resolution engine for ODR; wizard-like navigation akin to L4 apps,conf/jurix/ArosioBCFT13
adjacent,ICAIL,1987,determinacy-frontier,prior-art,low,1174,1,,Reasoning about &apos;hard&apos; Cases in Talmudic Law,S. S. Weiner,Reasoning about hard cases in Talmudic law; hard-case/interpretation reasoning (abstract garbled/OCR),conf/icail/Weiner87
adjacent,JURIX,2019,fm-in-law,prior-art,low,1181,1,https://doi.org/10.3233/faia190311,Verifying Meaning Equivalence in Bilingual International Treaties,Linyuan Tang; Kyo Kageura,Verifying meaning equivalence in bilingual treaties; suggests semantic-equivalence verification of legal text,conf/jurix/TangK19
adjacent,DEON,2010,bounded-deontics,prior-art,med,1185,11,,Characterising Responsibility in Organisational Structures: The Problem of Many Hands,Rosja Mastop,STIT logic of responsibility attribution / 'many hands' problem in organizations; normative-position adjacent.,conf/deon/Mastop10
adjacent,ICAIL,2003,intro,prior-art,med,1188,11,,SHYSTER-MYCIN: A Hybrid Legal Expert System,Thomas A. O&apos;Callaghan; James Popple; Eric McGreath,SHYSTER-MYCIN hybrid rule-based + case-based legal expert system reasoning with legislation and cases,conf/icail/OCallaghanPM03
adjacent,ICAIL,2015,cnl,method-to-borrow,med,1191,11,,Machine learning for readability of legislative sentences,Michael Curtotti; Eric McCreath; Tom Bruce; Sara S. Frug; Wayne Weibel; Nicolas Ceynowa,ML prediction of legislative-sentence readability using crowdsourced difficulty labels and NLP features,conf/icail/CurtottiMBFWC15
adjacent,JURIX,2014,intro,example,med,1194,11,https://ddd.uab.cat/record/158639,A model of Air Transport Passenger Incidents and Rights,Víctor Rodríguez-Doncel; Cristiana Teixeira Santos; Pompeu Casanovas,Ontology network + scenario formalization for air-passenger-rights consumer decision support,conf/jurix/Rodriguez-DoncelSC14
adjacent,ICAIL,1987,intro,prior-art,med,1215,7,https://dl.acm.org/doi/pdf/10.1145/41735.41737,Expert Systems in Law: The Datalex Project,Graham Greenleaf; Andrew Mowbray; Alan Tyree,DataLex legal expert-system shell; early rules-as-code precursor.,conf/icail/GreenleafMT87
adjacent,ICAIL,2011,intro,prior-art,med,1218,7,,The systematization of law in terms of the validity,Hajime Yoshino,Logical model of legal validity for a unified legal reasoning system.,conf/icail/Yoshino11
adjacent,ICAIL,2019,intro,method-to-borrow,low,1221,7,https://dl.acm.org/doi/abs/10.1145/3322640.3328780,Why blockchains need the law: Secondary rules as the missing piece of blockchain governance,Marco Crepaldi,Hartian secondary-rules theory applied to blockchain governance meta-rules.,conf/icail/Crepaldi19
adjacent,ICAIL,2009,intro|fm-in-law,method-to-borrow,med,1232,6,,Copyright Licenses Reasoning an OWL-DL Ontology,Roberto García; Rosa Gil,OWL-DL ontology + DL reasoners for machine-checkable copyright license compliance.,conf/icail/GarciaG09
adjacent,DEON,2006,bounded-deontics,method-to-borrow,med,1241,5,,Norms and Electronic Institutions,Frank Dignum,Position discussion of norms in electronic institutions; no formal contribution evident in abstract.,conf/deon/Dignum06
adjacent,DEON,2010,bounded-deontics,prior-art,med,1256,4,https://hal.archives-ouvertes.fr/hal-03672504/file/DEON_Lorini_CameraReady.pdf,A Logical Analysis of Commitment Dynamics,Emiliano Lorini,STIT-based model-theoretic semantics for social commitment dynamics; adjacent to obligation via commitment.,conf/deon/Lorini10
adjacent,DEON,2014,bounded-deontics|cnl,method-to-borrow,med,1257,4,https://philpapers.org/archive/BJRMOA.pdf,"&apos;Must&apos;, &apos;Ought&apos; and the Structure of Standards",Gunnar Björnsson; Robert Shanklin,Semantic account of 'must' vs 'ought' strength; relevant to natural-language rendering of deontic strength.,conf/deon/BjornssonS14
adjacent,ICAIL,1993,intro,prior-art,med,1259,4,,The Credit Act Advisory System (CAAS): Conversion from an Expert System Prototype to a C++ Commercial System,George Vossos; John Zeleznikow; Allan Moore; Daniel Hunter,"Rule-based expert system for Credit Act, converted to commercial C++ system.",conf/icail/VossosZMH93
adjacent,JURIX,2013,intro,method-to-borrow,med,1276,4,,Towards Semi-Automatic Identification of Functional Requirements in Legal Texts for Public Administration,Yutaka Yoshida; Kozo Honda; Yuichi Sei; Hiroyuki Nakagawa; Yasuyuki Tahara; Akihiko Ohsuga,Template-based extraction of functional requirements from legal texts for public admin.,conf/jurix/YoshidaHSNTO13
adjacent,JURIX,2025,intro,method-to-borrow,med,1283,4,https://doi.org/10.3233/faia251598,"An Ontology-Driven Graph RAG for Legal Norms: A Hierarchical, Temporal, and Deterministic Approach",Hudson de Martim,Ontology-driven temporal/provenance graph-RAG for legal norms with deterministic primitives.,conf/jurix/Martim25
adjacent,DEON,2012,bounded-deontics,prior-art,med,1285,3,,Causality in the Context of Multiple Agents,Robert Demolombe,"Multi-agent causality via STIT 'bringing-it-about' operators; underlies normative attribution, not obligation-focused.",conf/deon/Demolombe12
adjacent,ICAIL,1987,intro,prior-art,med,1286,3,,An Expert System for Screening Employee Pension Plans for the Internal Revenue Service,G. Grdy; Ramesh S. Patil,Explainable rule-based expert system screening IRS pension-plan compliance.,conf/icail/GrdyP87
adjacent,ICAIL,1989,intro,prior-art,low,1287,3,,Xcite (An Expert System for Naturalization Cases),A. Galtung; D. S. Maesel,Classic rule-based expert system (Xcite) for naturalization-case advice.,conf/icail/GaltungM89
